complaint_id,year,general_cap_classification,race
15-0760,2015,VERBAL ABUSE,Black
15-0761,2015,VERBAL ABUSE,Black
15-0762,2015,NON-INVESTIGATORY INCIDENT,Black
15-0763,2015,NON-INVESTIGATORY INCIDENT,White
15-0763,2015,NON-INVESTIGATORY INCIDENT,White
15-0764,2015,DEPARTMENTAL VIOLATIONS,Black
15-0764,2015,DEPARTMENTAL VIOLATIONS,Black
15-0764,2015,DEPARTMENTAL VIOLATIONS,Black
15-0764,2015,DEPARTMENTAL VIOLATIONS,Black
15-0764,2015,DEPARTMENTAL VIOLATIONS,Black
15-0765,2015,NON-INVESTIGATORY INCIDENT,White
15-0766,2015,VERBAL ABUSE,Other/NA
15-0766,2015,VERBAL ABUSE,Other/NA
15-0767,2015,DEPARTMENTAL VIOLATIONS,Black
15-0767,2015,DEPARTMENTAL VIOLATIONS,Black
15-0768,2015,LACK OF SERVICE,White
15-0768,2015,LACK OF SERVICE,White
15-0769,2015,LACK OF SERVICE,Black
15-0769,2015,LACK OF SERVICE,Black
15-0770,2015,DEPARTMENTAL VIOLATIONS,Black
15-0770,2015,DEPARTMENTAL VIOLATIONS,Black
15-0770,2015,DEPARTMENTAL VIOLATIONS,Black
15-0770,2015,DEPARTMENTAL VIOLATIONS,Black
15-0770,2015,DEPARTMENTAL VIOLATIONS,Black
15-0770,2015,DEPARTMENTAL VIOLATIONS,Black
15-0770,2015,DEPARTMENTAL VIOLATIONS,Black
15-0770,2015,DEPARTMENTAL VIOLATIONS,Black
15-0771,2015,VERBAL ABUSE,Black
15-0772,2015,LACK OF SERVICE,Black
15-0772,2015,LACK OF SERVICE,Black
15-0773,2015,LACK OF SERVICE,Black
15-0773,2015,LACK OF SERVICE,Black
15-0774,2015,LACK OF SERVICE,White
15-0775,2015,DEPARTMENTAL VIOLATIONS,Other/NA
15-0775,2015,DEPARTMENTAL VIOLATIONS,Other/NA
15-0776,2015,DEPARTMENTAL VIOLATIONS,Black
15-0776,2015,DEPARTMENTAL VIOLATIONS,Black
15-0777,2015,NON-INVESTIGATORY INCIDENT,Black
15-0778,2015,NON-INVESTIGATORY INCIDENT,Black
15-0779,2015,DEPARTMENTAL VIOLATIONS,Black
15-0779,2015,DEPARTMENTAL VIOLATIONS,Black
15-0780,2015,LACK OF SERVICE,Black
15-0781,2015,PHYSICAL ABUSE,White
15-0781,2015,PHYSICAL ABUSE,White
15-0781,2015,PHYSICAL ABUSE,White
15-0781,2015,PHYSICAL ABUSE,White
15-0781,2015,PHYSICAL ABUSE,White
15-0781,2015,PHYSICAL ABUSE,White
15-0782,2015,VERBAL ABUSE,White
15-0783,2015,LACK OF SERVICE,White
15-0783,2015,LACK OF SERVICE,White
15-0783,2015,LACK OF SERVICE,White
15-0783,2015,LACK OF SERVICE,White
15-0784,2015,LACK OF SERVICE,Black
15-0785,2015,LACK OF SERVICE,Other/NA
15-0786,2015,DEPARTMENTAL VIOLATIONS,Other/NA
15-0787,2015,LACK OF SERVICE,Other/NA
15-0787,2015,LACK OF SERVICE,Other/NA
15-0788,2015,PHYSICAL ABUSE,Black
15-0788,2015,PHYSICAL ABUSE,Black
15-0789,2015,CRIMINAL ALLEGATION,Black
15-0789,2015,CRIMINAL ALLEGATION,Black
15-0790,2015,LACK OF SERVICE,Black
15-0790,2015,LACK OF SERVICE,Black
15-0790,2015,LACK OF SERVICE,Black
15-0791,2015,LACK OF SERVICE,White
15-0792,2015,LACK OF SERVICE,Black
15-0792,2015,LACK OF SERVICE,Black
15-0792,2015,LACK OF SERVICE,Black
16-0001,2016,DEPARTMENTAL VIOLATIONS,White
16-0002,2016,NON-INVESTIGATORY INCIDENT,Black
16-0003,2016,NON-INVESTIGATORY INCIDENT,Black
16-0004,2016,VERBAL ABUSE,Black
16-0005,2016,VERBAL ABUSE,Other/NA
16-0006,2016,LACK OF SERVICE,Black
16-0006,2016,LACK OF SERVICE,Black
16-0007,2016,UNPROFESSIONAL CONDUCT,Black
16-0008,2016,LACK OF SERVICE,Other/NA
16-0008,2016,LACK OF SERVICE,Other/NA
16-0008,2016,LACK OF SERVICE,Other/NA
16-0008,2016,LACK OF SERVICE,Other/NA
16-0008,2016,LACK OF SERVICE,Other/NA
16-0008,2016,LACK OF SERVICE,Other/NA
16-0009,2016,DEPARTMENTAL VIOLATIONS,Black
16-0009,2016,DEPARTMENTAL VIOLATIONS,Black
16-0010,2016,LACK OF SERVICE,Other/NA
16-0010,2016,LACK OF SERVICE,Other/NA
16-0011,2016,LACK OF SERVICE,Black
16-0012,2016,DEPARTMENTAL VIOLATIONS,Black
16-0012,2016,DEPARTMENTAL VIOLATIONS,Black
16-0012,2016,DEPARTMENTAL VIOLATIONS,Black
16-0012,2016,DEPARTMENTAL VIOLATIONS,Black
16-0012,2016,DEPARTMENTAL VIOLATIONS,Black
16-0012,2016,DEPARTMENTAL VIOLATIONS,Black
16-0013,2016,CRIMINAL ALLEGATION,Black
16-0014,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0014,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0014,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0015,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0015,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0015,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0015,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0016,2016,PHYSICAL ABUSE,White
16-0016,2016,PHYSICAL ABUSE,White
16-0017,2016,NON-INVESTIGATORY INCIDENT,Other/NA
16-0018,2016,UNPROFESSIONAL CONDUCT,Black
16-0018,2016,UNPROFESSIONAL CONDUCT,Black
16-0018,2016,UNPROFESSIONAL CONDUCT,Black
16-0019,2016,CRIMINAL ALLEGATION,White
16-0019,2016,CRIMINAL ALLEGATION,White
16-0019,2016,CRIMINAL ALLEGATION,White
16-0019,2016,CRIMINAL ALLEGATION,White
16-0019,2016,CRIMINAL ALLEGATION,White
16-0020,2016,LACK OF SERVICE,White
16-0021,2016,PHYSICAL ABUSE,Other/NA
16-0021,2016,PHYSICAL ABUSE,Other/NA
16-0021,2016,PHYSICAL ABUSE,Other/NA
16-0021,2016,PHYSICAL ABUSE,Other/NA
16-0021,2016,PHYSICAL ABUSE,Other/NA
16-0021,2016,PHYSICAL ABUSE,Other/NA
16-0021,2016,PHYSICAL ABUSE,Other/NA
16-0022,2016,LACK OF SERVICE,White
16-0022,2016,LACK OF SERVICE,White
16-0023,2016,LACK OF SERVICE,Black
16-0024,2016,LACK OF SERVICE,White
16-0025,2016,LACK OF SERVICE,Black
16-0025,2016,LACK OF SERVICE,Black
16-0026,2016,HARASSMENT,White
16-0027,2016,PHYSICAL ABUSE,Other/NA
16-0027,2016,PHYSICAL ABUSE,Other/NA
16-0027,2016,PHYSICAL ABUSE,Other/NA
16-0028,2016,DEPARTMENTAL VIOLATIONS,Black
16-0028,2016,DEPARTMENTAL VIOLATIONS,Black
16-0028,2016,DEPARTMENTAL VIOLATIONS,Black
16-0029,2016,DEPARTMENTAL VIOLATIONS,Black
16-0029,2016,DEPARTMENTAL VIOLATIONS,Black
16-0029,2016,DEPARTMENTAL VIOLATIONS,Black
16-0030,2016,LACK OF SERVICE,Black
16-0031,2016,NON-INVESTIGATORY INCIDENT,Black
16-0032,2016,LACK OF SERVICE,Black
16-0032,2016,LACK OF SERVICE,Black
16-0033,2016,LACK OF SERVICE,White
16-0033,2016,LACK OF SERVICE,White
16-0033,2016,LACK OF SERVICE,White
16-0033,2016,LACK OF SERVICE,White
16-0034,2016,VERBAL ABUSE,Black
16-0035,2016,LACK OF SERVICE,Black
16-0035,2016,LACK OF SERVICE,Black
16-0035,2016,LACK OF SERVICE,Black
16-0035,2016,LACK OF SERVICE,Black
16-0035,2016,LACK OF SERVICE,Black
16-0035,2016,LACK OF SERVICE,Black
16-0035,2016,LACK OF SERVICE,Black
16-0035,2016,LACK OF SERVICE,Black
16-0035,2016,LACK OF SERVICE,Black
16-0035,2016,LACK OF SERVICE,Black
16-0036,2016,LACK OF SERVICE,Black
16-0036,2016,LACK OF SERVICE,Black
16-0036,2016,LACK OF SERVICE,Black
16-0036,2016,LACK OF SERVICE,Black
16-0036,2016,LACK OF SERVICE,Black
16-0036,2016,LACK OF SERVICE,Black
16-0037,2016,DEPARTMENTAL VIOLATIONS,Black
16-0037,2016,DEPARTMENTAL VIOLATIONS,Black
16-0038,2016,DEPARTMENTAL VIOLATIONS,White
16-0039,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0039,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0040,2016,VERBAL ABUSE,Black
16-0041,2016,HARASSMENT,Black
16-0042,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0042,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0042,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0042,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0042,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0042,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0043,2016,VERBAL ABUSE,White
16-0044,2016,DEPARTMENTAL VIOLATIONS,White
16-0044,2016,DEPARTMENTAL VIOLATIONS,White
16-0044,2016,DEPARTMENTAL VIOLATIONS,White
16-0045,2016,NON-INVESTIGATORY INCIDENT,Black
16-0045,2016,NON-INVESTIGATORY INCIDENT,Black
16-0046,2016,NON-INVESTIGATORY INCIDENT,Black
16-0046,2016,NON-INVESTIGATORY INCIDENT,Black
16-0047,2016,LACK OF SERVICE,White
16-0047,2016,LACK OF SERVICE,White
16-0048,2016,DEPARTMENTAL VIOLATIONS,Black
16-0048,2016,DEPARTMENTAL VIOLATIONS,Black
16-0049,2016,NON-INVESTIGATORY INCIDENT,White
16-0050,2016,LACK OF SERVICE,Black
16-0050,2016,LACK OF SERVICE,Black
16-0050,2016,LACK OF SERVICE,Black
16-0051,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0051,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0052,2016,DEPARTMENTAL VIOLATIONS,White
16-0052,2016,DEPARTMENTAL VIOLATIONS,White
16-0053,2016,LACK OF SERVICE,Black
16-0053,2016,LACK OF SERVICE,Black
16-0054,2016,NON-INVESTIGATORY INCIDENT,Other/NA
16-0054,2016,NON-INVESTIGATORY INCIDENT,Other/NA
16-0055,2016,LACK OF SERVICE,White
16-0055,2016,LACK OF SERVICE,White
16-0055,2016,LACK OF SERVICE,White
16-0056,2016,LACK OF SERVICE,Black
16-0057,2016,PHYSICAL ABUSE,Black
16-0057,2016,PHYSICAL ABUSE,Black
16-0057,2016,PHYSICAL ABUSE,Black
16-0057,2016,PHYSICAL ABUSE,Black
16-0059,2016,NON-INVESTIGATORY INCIDENT,Black
16-0060,2016,NON-INVESTIGATORY INCIDENT,White
16-0061,2016,VERBAL ABUSE,Black
16-0062,2016,NON-INVESTIGATORY INCIDENT,Black
16-0062,2016,NON-INVESTIGATORY INCIDENT,Black
16-0063,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0063,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0064,2016,PHYSICAL ABUSE,Black
16-0064,2016,PHYSICAL ABUSE,Black
16-0064,2016,PHYSICAL ABUSE,Black
16-0064,2016,PHYSICAL ABUSE,Black
16-0065,2016,LACK OF SERVICE,Other/NA
16-0065,2016,LACK OF SERVICE,Other/NA
16-0066,2016,PHYSICAL ABUSE,White
16-0066,2016,PHYSICAL ABUSE,White
16-0066,2016,PHYSICAL ABUSE,White
16-0067,2016,VERBAL ABUSE,Black
16-0068,2016,DEPARTMENTAL VIOLATIONS,Black
16-0068,2016,DEPARTMENTAL VIOLATIONS,Black
16-0068,2016,DEPARTMENTAL VIOLATIONS,Black
16-0069,2016,LACK OF SERVICE,Other/NA
16-0070,2016,PHYSICAL ABUSE,Black
16-0070,2016,PHYSICAL ABUSE,Black
16-0070,2016,PHYSICAL ABUSE,Black
16-0070,2016,PHYSICAL ABUSE,Black
16-0070,2016,PHYSICAL ABUSE,Black
16-0070,2016,PHYSICAL ABUSE,Black
16-0070,2016,PHYSICAL ABUSE,Black
16-0070,2016,PHYSICAL ABUSE,Black
16-0070,2016,PHYSICAL ABUSE,Black
16-0071,2016,LACK OF SERVICE,Other/NA
16-0072,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0073,2016,LACK OF SERVICE,Other/NA
16-0073,2016,LACK OF SERVICE,Other/NA
16-0074,2016,VERBAL ABUSE,Black
16-0074,2016,VERBAL ABUSE,Black
16-0075,2016,VERBAL ABUSE,Black
16-0075,2016,VERBAL ABUSE,Black
16-0076,2016,VERBAL ABUSE,White
16-0076,2016,VERBAL ABUSE,White
16-0077,2016,LACK OF SERVICE,Black
16-0077,2016,LACK OF SERVICE,Black
16-0077,2016,LACK OF SERVICE,Black
16-0078,2016,PHYSICAL ABUSE,Black
16-0078,2016,PHYSICAL ABUSE,Black
16-0078,2016,PHYSICAL ABUSE,Black
16-0079,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0079,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0079,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0079,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0079,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0080,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0080,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0081,2016,LACK OF SERVICE,White
16-0082,2016,DEPARTMENTAL VIOLATIONS,Black
16-0083,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0083,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0083,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0083,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0083,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0084,2016,NON-INVESTIGATORY INCIDENT,Black
16-0085,2016,DEPARTMENTAL VIOLATIONS,Black
16-0085,2016,DEPARTMENTAL VIOLATIONS,Black
16-0086,2016,PHYSICAL ABUSE,Other/NA
16-0086,2016,PHYSICAL ABUSE,Other/NA
16-0086,2016,PHYSICAL ABUSE,Other/NA
16-0086,2016,PHYSICAL ABUSE,Other/NA
16-0087,2016,DEPARTMENTAL VIOLATIONS,Black
16-0087,2016,DEPARTMENTAL VIOLATIONS,Black
16-0087,2016,DEPARTMENTAL VIOLATIONS,Black
16-0088,2016,DEPARTMENTAL VIOLATIONS,Black
16-0088,2016,DEPARTMENTAL VIOLATIONS,Black
16-0088,2016,DEPARTMENTAL VIOLATIONS,Black
16-0088,2016,DEPARTMENTAL VIOLATIONS,Black
16-0089,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0090,2016,VERBAL ABUSE,White
16-0090,2016,VERBAL ABUSE,White
16-0091,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0091,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0092,2016,VERBAL ABUSE,White
16-0093,2016,LACK OF SERVICE,Black
16-0094,2016,DEPARTMENTAL VIOLATIONS,Black
16-0095,2016,HARASSMENT,Black
16-0096,2016,DEPARTMENTAL VIOLATIONS,Black
16-0096,2016,DEPARTMENTAL VIOLATIONS,Black
16-0096,2016,DEPARTMENTAL VIOLATIONS,Black
16-0096,2016,DEPARTMENTAL VIOLATIONS,Black
16-0096,2016,DEPARTMENTAL VIOLATIONS,Black
16-0096,2016,DEPARTMENTAL VIOLATIONS,Black
16-0096,2016,DEPARTMENTAL VIOLATIONS,Black
16-0096,2016,DEPARTMENTAL VIOLATIONS,Black
16-0097,2016,VERBAL ABUSE,Black
16-0098,2016,PHYSICAL ABUSE,Other/NA
16-0098,2016,PHYSICAL ABUSE,Other/NA
16-0099,2016,LACK OF SERVICE,Black
16-0100,2016,DEPARTMENTAL VIOLATIONS,Black
16-0101,2016,PHYSICAL ABUSE,Other/NA
16-0101,2016,PHYSICAL ABUSE,Other/NA
16-0102,2016,VERBAL ABUSE,Other/NA
16-0103,2016,DOMESTIC,Black
16-0104,2016,CRIMINAL ALLEGATION,Black
16-0105,2016,LACK OF SERVICE,White
16-0106,2016,VERBAL ABUSE,Black
16-0107,2016,LACK OF SERVICE,White
16-0107,2016,LACK OF SERVICE,White
16-0107,2016,LACK OF SERVICE,White
16-0108,2016,DEPARTMENTAL VIOLATIONS,Black
16-0108,2016,DEPARTMENTAL VIOLATIONS,Black
16-0109,2016,LACK OF SERVICE,White
16-0109,2016,LACK OF SERVICE,White
16-0109,2016,LACK OF SERVICE,White
16-0110,2016,HARASSMENT,Black
16-0111,2016,DEPARTMENTAL VIOLATIONS,Black
16-0111,2016,DEPARTMENTAL VIOLATIONS,Black
16-0112,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0113,2016,DEPARTMENTAL VIOLATIONS,Black
16-0113,2016,DEPARTMENTAL VIOLATIONS,Black
16-0114,2016,NON-INVESTIGATORY INCIDENT,Black
16-0115,2016,VERBAL ABUSE,Other/NA
16-0116,2016,DEPARTMENTAL VIOLATIONS,Black
16-0117,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0117,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0117,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0117,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0117,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0118,2016,PHYSICAL ABUSE,Other/NA
16-0118,2016,PHYSICAL ABUSE,Other/NA
16-0119,2016,DEPARTMENTAL VIOLATIONS,Black
16-0119,2016,DEPARTMENTAL VIOLATIONS,Black
16-0120,2016,DEPARTMENTAL VIOLATIONS,Black
16-0121,2016,DEPARTMENTAL VIOLATIONS,Black
16-0121,2016,DEPARTMENTAL VIOLATIONS,Black
16-0122,2016,LACK OF SERVICE,White
16-0122,2016,LACK OF SERVICE,White
16-0122,2016,LACK OF SERVICE,White
16-0123,2016,LACK OF SERVICE,White
16-0124,2016,LACK OF SERVICE,Other/NA
16-0124,2016,LACK OF SERVICE,Other/NA
16-0125,2016,PHYSICAL ABUSE,Black
16-0125,2016,PHYSICAL ABUSE,Black
16-0125,2016,PHYSICAL ABUSE,Black
16-0126,2016,DEPARTMENTAL VIOLATIONS,White
16-0127,2016,PHYSICAL ABUSE,Black
16-0127,2016,PHYSICAL ABUSE,Black
16-0127,2016,PHYSICAL ABUSE,Black
16-0127,2016,PHYSICAL ABUSE,Black
16-0128,2016,VERBAL ABUSE,Other/NA
16-0129,2016,LACK OF SERVICE,Black
16-0129,2016,LACK OF SERVICE,Black
16-0129,2016,LACK OF SERVICE,Black
16-0129,2016,LACK OF SERVICE,Black
16-0129,2016,LACK OF SERVICE,Black
16-0130,2016,VERBAL ABUSE,Black
16-0131,2016,DEPARTMENTAL VIOLATIONS,Black
16-0131,2016,DEPARTMENTAL VIOLATIONS,Black
16-0131,2016,DEPARTMENTAL VIOLATIONS,Black
16-0131,2016,DEPARTMENTAL VIOLATIONS,Black
16-0132,2016,DEPARTMENTAL VIOLATIONS,Black
16-0132,2016,DEPARTMENTAL VIOLATIONS,Black
16-0132,2016,DEPARTMENTAL VIOLATIONS,Black
16-0132,2016,DEPARTMENTAL VIOLATIONS,Black
16-0132,2016,DEPARTMENTAL VIOLATIONS,Black
16-0133,2016,DEPARTMENTAL VIOLATIONS,White
16-0133,2016,DEPARTMENTAL VIOLATIONS,White
16-0134,2016,PHYSICAL ABUSE,Other/NA
16-0134,2016,PHYSICAL ABUSE,Other/NA
16-0135,2016,DEPARTMENTAL VIOLATIONS,Black
16-0135,2016,DEPARTMENTAL VIOLATIONS,Black
16-0136,2016,DEPARTMENTAL VIOLATIONS,Black
16-0136,2016,DEPARTMENTAL VIOLATIONS,Black
16-0137,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0137,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0137,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0138,2016,DEPARTMENTAL VIOLATIONS,Black
16-0138,2016,DEPARTMENTAL VIOLATIONS,Black
16-0139,2016,LACK OF SERVICE,Black
16-0140,2016,LACK OF SERVICE,Other/NA
16-0141,2016,LACK OF SERVICE,Black
16-0141,2016,LACK OF SERVICE,Black
16-0142,2016,DEPARTMENTAL VIOLATIONS,Black
16-0142,2016,DEPARTMENTAL VIOLATIONS,Black
16-0143,2016,VERBAL ABUSE,Black
16-0143,2016,VERBAL ABUSE,Black
16-0144,2016,VERBAL ABUSE,Other/NA
16-0145,2016,LACK OF SERVICE,Other/NA
16-0145,2016,LACK OF SERVICE,Other/NA
16-0146,2016,DEPARTMENTAL VIOLATIONS,Black
16-0146,2016,DEPARTMENTAL VIOLATIONS,Black
16-0146,2016,DEPARTMENTAL VIOLATIONS,Black
16-0146,2016,DEPARTMENTAL VIOLATIONS,Black
16-0146,2016,DEPARTMENTAL VIOLATIONS,Black
16-0146,2016,DEPARTMENTAL VIOLATIONS,Black
16-0146,2016,DEPARTMENTAL VIOLATIONS,Black
16-0146,2016,DEPARTMENTAL VIOLATIONS,Black
16-0146,2016,DEPARTMENTAL VIOLATIONS,Black
16-0146,2016,DEPARTMENTAL VIOLATIONS,Black
16-0146,2016,DEPARTMENTAL VIOLATIONS,Black
16-0146,2016,DEPARTMENTAL VIOLATIONS,Black
16-0146,2016,DEPARTMENTAL VIOLATIONS,Black
16-0147,2016,LACK OF SERVICE,White
16-0147,2016,LACK OF SERVICE,White
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0148,2016,DEPARTMENTAL VIOLATIONS,Black
16-0149,2016,NON-INVESTIGATORY INCIDENT,Black
16-0150,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0150,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0150,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0150,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0152,2016,PHYSICAL ABUSE,Other/NA
16-0153,2016,LACK OF SERVICE,Black
16-0154,2016,LACK OF SERVICE,Other/NA
16-0154,2016,LACK OF SERVICE,Other/NA
16-0155,2016,LACK OF SERVICE,Other/NA
16-0155,2016,LACK OF SERVICE,Other/NA
16-0156,2016,UNPROFESSIONAL CONDUCT,Black
16-0156,2016,UNPROFESSIONAL CONDUCT,Black
16-0157,2016,DEPARTMENTAL VIOLATIONS,Black
16-0157,2016,DEPARTMENTAL VIOLATIONS,Black
16-0158,2016,PHYSICAL ABUSE,Black
16-0158,2016,PHYSICAL ABUSE,Black
16-0158,2016,PHYSICAL ABUSE,Black
16-0159,2016,UNPROFESSIONAL CONDUCT,Other/NA
16-0159,2016,UNPROFESSIONAL CONDUCT,Other/NA
16-0160,2016,UNPROFESSIONAL CONDUCT,White
16-0161,2016,LACK OF SERVICE,Black
16-0161,2016,LACK OF SERVICE,Black
16-0162,2016,LACK OF SERVICE,Black
16-0162,2016,LACK OF SERVICE,Black
16-0163,2016,HARASSMENT,Black
16-0164,2016,DEPARTMENTAL VIOLATIONS,Black
16-0164,2016,DEPARTMENTAL VIOLATIONS,Black
16-0165,2016,PHYSICAL ABUSE,Other/NA
16-0165,2016,PHYSICAL ABUSE,Other/NA
16-0165,2016,PHYSICAL ABUSE,Other/NA
16-0165,2016,PHYSICAL ABUSE,Other/NA
16-0166,2016,PHYSICAL ABUSE,Black
16-0166,2016,PHYSICAL ABUSE,Black
16-0167,2016,DEPARTMENTAL VIOLATIONS,Black
16-0167,2016,DEPARTMENTAL VIOLATIONS,Black
16-0168,2016,LACK OF SERVICE,Black
16-0168,2016,LACK OF SERVICE,Black
16-0169,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0169,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0169,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0169,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0170,2016,VERBAL ABUSE,Black
16-0171,2016,LACK OF SERVICE,White
16-0172,2016,CRIMINAL ALLEGATION,Other/NA
16-0173,2016,PHYSICAL ABUSE,Black
16-0173,2016,PHYSICAL ABUSE,Black
16-0173,2016,PHYSICAL ABUSE,Black
16-0174,2016,NON-INVESTIGATORY INCIDENT,Other/NA
16-0175,2016,CRIMINAL ALLEGATION,Black
16-0175,2016,CRIMINAL ALLEGATION,Black
16-0175,2016,CRIMINAL ALLEGATION,Black
16-0176,2016,DEPARTMENTAL VIOLATIONS,Black
16-0176,2016,DEPARTMENTAL VIOLATIONS,Black
16-0176,2016,DEPARTMENTAL VIOLATIONS,Black
16-0176,2016,DEPARTMENTAL VIOLATIONS,Black
16-0176,2016,DEPARTMENTAL VIOLATIONS,Black
16-0177,2016,HARASSMENT,Black
16-0177,2016,HARASSMENT,Black
16-0178,2016,PHYSICAL ABUSE,Black
16-0178,2016,PHYSICAL ABUSE,Black
16-0179,2016,DEPARTMENTAL VIOLATIONS,White
16-0179,2016,DEPARTMENTAL VIOLATIONS,White
16-0179,2016,DEPARTMENTAL VIOLATIONS,White
16-0180,2016,PHYSICAL ABUSE,Black
16-0180,2016,PHYSICAL ABUSE,Black
16-0181,2016,HARASSMENT,Other/NA
16-0182,2016,VERBAL ABUSE,Other/NA
16-0183,2016,LACK OF SERVICE,Other/NA
16-0184,2016,DEPARTMENTAL VIOLATIONS,White
16-0184,2016,DEPARTMENTAL VIOLATIONS,White
16-0184,2016,DEPARTMENTAL VIOLATIONS,White
16-0185,2016,HARASSMENT,Black
16-0185,2016,HARASSMENT,Black
16-0185,2016,HARASSMENT,Black
16-0185,2016,HARASSMENT,Black
16-0185,2016,HARASSMENT,Black
16-0186,2016,VERBAL ABUSE,Black
16-0187,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0187,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0188,2016,HARASSMENT,White
16-0188,2016,HARASSMENT,White
16-0188,2016,HARASSMENT,White
16-0188,2016,HARASSMENT,White
16-0188,2016,HARASSMENT,White
16-0190,2016,NON-INVESTIGATORY INCIDENT,Black
16-0191,2016,VERBAL ABUSE,Other/NA
16-0191,2016,VERBAL ABUSE,Other/NA
16-0192,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0192,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0193,2016,LACK OF SERVICE,White
16-0194,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0194,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0194,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0194,2016,DEPARTMENTAL VIOLATIONS,Other/NA
16-0195,2016,PHYSICAL ABUSE,Black
16-0195,2016,PHYSICAL ABUSE,Black
16-0195,2016,PHYSICAL ABUSE,Black
16-0196,2016,HARASSMENT,White
16-0196,2016,HARASSMENT,White
16-0196,2016,HARASSMENT,White
16-0196,2016,HARASSMENT,White
16-0197,2016,DEPARTMENTAL VIOLATIONS,Black
16-0198,2016,DEPARTMENTAL VIOLATIONS,Black
